vehicle_brand,vehicle_type,battery_chemistry,drive_type,cycle_count,odometer_km,vehicle_age_years,capacity_loss_percent,cell_voltage_std,internal_resistance,thermal_runaway_risk,battery_stress_index,daily_distance,manufacturing_year,battery_capacity_kwh,depth_of_discharge,battery_failure
Toyota,Sedan,NMC,RWD,377.0,111236.0,,20.0,,0.5109,46.6,55.7,64.3,2021.0,62.44,67.23,0
Audi,Crossover,,FWD,536.0,179141.0,8.14,31.27,0.02524,0.7445,73.9,75.5,72.8,2018.0,70.44,37.67,1
Ford,Sedan,NMC,AWD,960.0,270073.0,10.86,41.1,0.0326,0.7308,68.2,,84.8,2015.0,58.08,50.84,1
GM,Sedan,LFP,FWD,817.0,264403.0,8.89,10.96,0.01807,0.6205,27.7,39.6,97.7,2017.0,59.73,39.67,0
Kia,Crossover,,RWD,853.0,304592.0,11.24,40.92,0.03269,0.8226,78.6,94.3,92.0,2015.0,68.28,57.44,1
Lucid,Crossover,NCA,AWD,71.0,,,2.8,0.0145,0.3287,62.9,34.8,10.5,2016.0,,38.98,0
Volkswagen,Sedan,NMC,AWD,67.0,22592.0,9.15,4.93,0.01547,0.4821,54.6,83.6,8.6,2017.0,62.11,60.04,0
Tesla,Sedan,NCA,FWD,675.0,190890.0,7.01,38.82,0.0289,0.635,71.3,57.1,85.0,,58.04,47.39,1
Audi,Crossover,NMC,RWD,698.0,232173.0,9.07,32.57,0.03171,0.7077,61.4,54.9,86.2,2017.0,69.58,51.77,1
BMW,SUV,NMC,RWD,67.0,28518.0,4.16,1.57,0.00807,0.4035,47.9,20.3,,2022.0,88.46,40.69,0
Nissan,SUV,NMC,FWD,1.0,6608.0,9.97,0.2,0.00809,0.4148,49.5,17.8,3.0,2016.0,94.46,25.39,0
Mercedes,Hatchback,NMC,AWD,187.0,32095.0,8.87,9.41,0.01576,0.4489,53.1,12.1,11.6,2017.0,50.33,34.54,0
Ford,Van,LFP,RWD,651.0,206372.0,10.97,11.05,0.01681,0.6953,19.4,49.5,62.2,2015.0,83.75,40.0,0
Kia,Sedan,NMC,AWD,367.0,91696.0,8.15,18.95,0.03073,0.5716,59.5,21.5,38.4,2018.0,58.4,19.06,1
Hyundai,Sedan,NMC,FWD,711.0,251529.0,10.03,39.57,0.03662,0.854,77.9,78.3,85.9,2016.0,70.81,46.58,1
BMW,Hatchback,NMC,FWD,230.0,62012.0,7.79,13.92,0.01739,0.4877,53.6,37.8,24.0,2018.0,49.84,41.24,0
Tata,Van,LFP,AWD,30.0,18715.0,2.05,0.2,0.01644,0.5065,26.4,19.1,44.7,2024.0,,36.05,0
,SUV,LFP,FWD,388.0,,7.03,9.38,,0.8379,38.1,73.6,65.7,2019.0,87.21,49.87,0
GM,Sedan,NMC,FWD,855.0,342766.0,10.79,39.49,0.03136,0.6681,69.6,86.2,105.7,2015.0,79.37,53.72,1
Rivian,Sedan,NMC,RWD,635.0,212464.0,8.76,28.84,0.02644,0.6262,62.1,46.4,81.3,2017.0,63.67,35.57,1
Ford,Hatchback,NMC,,207.0,40278.0,5.0,14.06,0.02185,0.5578,,59.9,,2021.0,38.83,56.85,0
Hyundai,Sedan,LFP,RWD,781.0,236778.0,11.09,9.87,0.01634,0.728,35.3,37.3,67.1,2015.0,66.42,29.35,0
,Crossover,NMC,AWD,149.0,55251.0,9.03,,0.02261,0.366,56.1,44.3,25.0,2017.0,78.53,52.81,0
Tesla,Sedan,NMC,AWD,970.0,,10.95,40.7,0.03213,0.7142,66.3,40.0,93.2,2015.0,62.15,58.44,1
Tata,Hatchback,NMC,RWD,737.0,193402.0,11.25,33.93,0.03923,0.6602,57.8,22.5,58.5,,49.92,40.16,1
BMW,SUV,NMC,RWD,75.0,56650.0,5.05,4.08,0.01642,0.3963,51.1,6.1,38.0,2021.0,85.26,25.55,0
Tata,SUV,NMC,RWD,310.0,184683.0,9.18,23.38,0.02124,0.6276,73.5,72.8,67.9,2017.0,108.5,43.34,1
Tesla,Hatchback,NCA,RWD,837.0,173254.0,5.06,48.52,0.0336,0.756,92.0,36.9,118.3,2021.0,41.14,35.04,1
BMW,Hatchback,NMC,FWD,271.0,53366.0,6.14,30.3,0.03301,0.8276,74.0,90.7,,2020.0,43.03,25.65,1
Mercedes,Hatchback,NMC,FWD,113.0,21963.0,2.15,7.03,0.00817,0.4245,,25.0,60.1,2024.0,39.9,43.26,0
Renault,Hatchback,LMO,RWD,429.0,127879.0,11.02,40.58,0.04237,0.7823,60.9,32.8,41.2,2015.0,53.91,49.22,1
Mahindra,Crossover,LFP,AWD,222.0,83952.0,1.87,3.52,0.00506,0.5456,30.4,43.5,123.1,2024.0,77.69,26.57,0
Hyundai,SUV,LFP,FWD,185.0,56271.0,8.93,0.91,0.01805,0.6078,22.6,0.0,19.8,2017.0,79.14,12.01,0
GM,SUV,LFP,FWD,165.0,72154.0,9.21,6.26,0.01093,0.6246,25.7,52.3,31.1,2017.0,100.17,51.83,0
Ford,Sedan,LFP,FWD,246.0,93166.0,2.97,3.92,0.01851,0.5492,17.3,69.9,101.5,2023.0,50.15,64.91,0
Tesla,SUV,NMC,AWD,178.0,57518.0,2.83,11.49,0.01457,0.445,41.7,,67.0,2023.0,83.8,59.57,0
Renault,Hatchback,NMC,FWD,680.0,169554.0,5.12,33.89,0.03358,0.6002,60.3,42.1,108.3,2021.0,48.21,44.6,1
Kia,Crossover,NMC,AWD,957.0,321866.0,9.18,43.4,0.02899,0.7181,67.6,70.9,117.2,2017.0,69.91,51.36,1
GM,SUV,NMC,AWD,737.0,,10.12,32.28,0.02739,0.628,63.6,43.7,91.2,2016.0,79.31,48.54,1
GM,SUV,LFP,RWD,179.0,24009.0,3.96,3.88,0.01569,0.5456,17.9,43.1,33.2,2022.0,94.86,47.19,0
Tesla,Van,NCA,FWD,104.0,52362.0,3.97,4.55,0.01238,0.3662,56.7,21.1,42.1,2022.0,89.16,33.64,0
Nissan,Van,LMO,FWD,238.0,98927.0,9.92,,0.02572,0.7241,53.3,50.1,26.6,2016.0,80.85,58.51,0
Nissan,SUV,NMC,AWD,67.0,52922.0,2.94,6.76,0.01138,0.409,49.1,64.6,58.7,2023.0,79.82,47.75,0
Mercedes,Truck,NMC,FWD,104.0,103166.0,6.08,2.96,0.00919,0.4776,56.9,9.4,58.7,2020.0,120.79,38.67,0
Honda,SUV,NMC,FWD,780.0,381065.0,10.93,32.03,0.03279,0.64,70.7,6.9,116.2,2015.0,98.77,19.88,1
Kia,Crossover,NMC,FWD,153.0,50840.0,6.08,5.87,0.01592,0.4107,48.6,0.0,22.5,2020.0,71.79,,0
Volkswagen,Crossover,NMC,FWD,899.0,295468.0,,38.17,0.03344,0.695,57.7,47.2,85.3,2015.0,70.94,49.77,1
MG,Sedan,NMC,FWD,26.0,3619.0,9.33,8.09,0.01433,0.5272,64.3,73.7,3.0,2017.0,67.31,46.93,0
Hyundai,SUV,,FWD,168.0,27166.0,2.76,0.2,0.01515,0.5789,20.0,47.4,34.0,2023.0,99.52,48.15,0
BYD,,NMC,AWD,1047.0,201168.0,10.95,39.89,0.04231,0.699,69.0,33.3,61.4,2015.0,39.81,35.92,1
BYD,Crossover,NMC,RWD,437.0,,6.86,20.74,0.01285,0.5571,58.7,16.4,78.1,2019.0,67.31,,0
Hyundai,Crossover,NMC,AWD,866.0,272957.0,10.88,40.11,0.04093,0.7481,67.5,47.6,83.7,2015.0,62.72,40.53,1
Nissan,,NMC,FWD,59.0,1841.0,5.05,2.53,0.01059,,43.7,53.8,3.0,2021.0,34.34,76.02,0
Tesla,Crossover,NMC,RWD,89.0,37310.0,4.05,2.81,0.0093,0.478,59.7,32.8,27.7,2022.0,73.8,48.28,0
Hyundai,Hatchback,NMC,FWD,1501.0,322981.0,9.99,53.52,0.03684,0.8123,76.4,53.2,109.1,2016.0,,,1
Volvo,SUV,NMC,AWD,,30724.0,4.94,3.65,0.01168,0.3648,48.5,0.3,18.0,2021.0,82.07,25.69,0
Tesla,SUV,NCA,FWD,216.0,75699.0,5.05,15.32,0.01642,0.4431,67.1,24.5,48.0,2021.0,,34.36,0
Hyundai,Sedan,NMC,FWD,1510.0,449393.0,9.22,53.49,0.04086,0.8812,,59.7,166.5,2017.0,57.84,49.12,1
Mahindra,,NMC,RWD,375.0,154454.0,11.19,23.76,0.03111,0.6043,82.1,51.6,42.9,2015.0,92.95,31.16,1
Renault,SUV,NMC,RWD,737.0,319193.0,10.68,38.3,0.03076,0.7808,69.5,50.3,95.9,2015.0,89.54,35.31,1
Volkswagen,SUV,NMC,RWD,400.0,166538.0,6.13,27.84,0.02571,0.7015,73.5,95.7,102.8,2020.0,104.0,54.91,0
,Crossover,LFP,AWD,331.0,61114.0,4.16,3.85,0.00674,,28.2,18.3,51.9,2022.0,73.75,18.76,0
Hyundai,SUV,LFP,FWD,341.0,101106.0,4.43,2.43,0.00957,0.6037,16.3,26.2,74.7,2022.0,84.98,40.54,0
Volkswagen,Sedan,NMC,FWD,8.0,500.0,4.96,0.2,0.00816,0.3995,48.7,36.3,3.0,2021.0,61.36,40.5,0
,Hatchback,NMC,FWD,307.0,101151.0,11.08,14.96,0.01972,0.5276,52.4,33.5,30.1,2015.0,56.04,57.13,0
Volvo,Truck,NMC,FWD,295.0,188396.0,10.89,21.98,0.02001,,53.7,42.3,60.7,2015.0,122.24,32.44,1
Volkswagen,SUV,NMC,FWD,182.0,110289.0,4.1,7.91,0.00938,0.4375,54.9,27.5,99.4,,96.81,38.58,0
Tesla,Hatchback,NCA,RWD,1048.0,306249.0,10.75,,0.02953,0.724,77.9,67.1,92.0,2015.0,59.49,41.24,1
Renault,Hatchback,NMC,FWD,994.0,281447.0,7.12,45.61,0.02986,0.7815,70.9,52.5,131.1,2019.0,59.83,54.34,1
Tesla,SUV,NCA,RWD,867.0,393809.0,9.03,44.14,0.03277,0.6943,83.4,41.1,142.4,2017.0,93.16,36.48,1
Toyota,Hatchback,LFP,AWD,1552.0,,9.8,25.18,0.02657,0.9236,51.5,58.0,112.7,2016.0,46.28,33.95,1
Rivian,,NMC,FWD,653.0,148620.0,9.59,29.31,0.03554,0.6209,60.3,2.5,52.2,2016.0,50.56,14.84,0
Volkswagen,SUV,NMC,RWD,,63374.0,4.22,2.76,,0.4658,50.8,5.5,45.0,2022.0,107.03,37.34,0
Nissan,SUV,NMC,FWD,1.0,10137.0,,5.32,0.02297,0.4073,52.0,53.1,3.0,2016.0,101.67,40.8,0
Renault,Crossover,NMC,AWD,880.0,338939.0,9.73,40.35,0.03437,0.104805,59.3,35.8,120.4,2016.0,75.62,25.74,1
Kia,,NMC,,91.0,79538.0,5.03,4.37,0.01163,0.4063,39.2,22.3,50.9,2021.0,89.06,27.73,0
BMW,Hatchback,NMC,,,100928.0,2.29,17.34,0.01636,0.5246,60.7,17.1,,2024.0,52.3,23.24,0
Lucid,SUV,NMC,AWD,143.0,73076.0,6.74,14.98,0.01665,0.5504,70.8,100.0,32.3,2019.0,77.46,42.8,1
Kia,Crossover,NMC,FWD,460.0,189214.0,4.86,18.33,0.01903,0.5396,59.7,29.5,132.7,,,26.27,0
GM,Van,LFP,RWD,297.0,115057.0,6.27,4.92,0.00893,0.6538,30.8,33.9,62.2,2020.0,91.62,34.13,0
Nissan,Crossover,LMO,AWD,200.0,60800.0,7.06,21.31,0.01906,0.6557,61.4,,30.2,2019.0,71.27,25.9,0
Mahindra,SUV,NMC,RWD,377.0,175018.0,11.06,,0.01971,0.5283,63.4,26.9,55.3,2015.0,101.03,36.93,0
BYD,SUV,LFP,FWD,16.0,16091.0,2.21,4.13,0.01223,0.6526,17.1,84.1,7.5,2024.0,92.45,50.5,0
Volvo,Hatchback,NMC,AWD,1018.0,263292.0,9.86,44.16,0.04315,0.79,79.8,6.0,90.3,2016.0,51.55,5.0,1
Tata,SUV,LFP,FWD,215.0,112527.0,6.01,2.86,0.02345,0.5864,26.6,41.4,73.5,2020.0,84.11,55.88,0
Volvo,SUV,NMC,FWD,651.0,297350.0,10.96,37.36,0.0313,0.8258,77.5,100.0,91.8,2015.0,98.59,33.6,1
Ford,Hatchback,NMC,FWD,311.0,67325.0,7.03,17.53,0.02161,0.5588,60.5,11.7,28.8,2019.0,48.6,34.62,0
Nissan,SUV,LMO,FWD,68.0,49490.0,10.01,13.43,0.01713,0.6235,60.8,55.9,20.0,2016.0,93.08,43.7,0
Mercedes,SUV,NMC,AWD,583.0,316315.0,7.12,30.28,0.02328,0.5884,60.9,74.7,156.7,2019.0,95.3,49.08,1
Ford,Hatchback,NMC,AWD,654.0,117092.0,3.89,36.62,0.02464,0.683,63.3,61.1,93.3,2022.0,38.51,39.63,1
Volvo,Crossover,NMC,RWD,1.0,6296.0,3.7,0.2,0.00924,0.3937,48.0,2.6,5.4,2022.0,58.17,42.02,0
Mahindra,Crossover,LFP,RWD,481.0,170750.0,9.09,8.86,0.01996,0.6661,14.8,32.3,55.5,2017.0,67.56,35.85,0
Toyota,,NMC,RWD,833.0,280586.0,9.11,36.92,0.03823,0.6554,73.2,42.0,101.3,2017.0,63.89,50.61,1
MG,Sedan,LFP,RWD,303.0,107300.0,3.0,5.57,0.00847,0.7115,33.7,72.4,108.5,2023.0,67.83,37.38,0
Mahindra,SUV,NMC,AWD,670.0,361961.0,,28.34,,0.6133,59.5,32.7,111.0,2015.0,96.45,49.22,1
Ford,SUV,LFP,RWD,339.0,102195.0,6.97,5.96,0.02249,0.6038,20.2,20.6,49.0,2019.0,80.4,16.2,0
Ford,SUV,NMC,FWD,1.0,10855.0,2.19,0.2,,0.3844,45.7,33.3,,2024.0,93.55,48.86,0
Kia,,NMC,FWD,1.0,1822.0,2.74,0.2,0.00632,0.3825,39.2,39.8,3.0,2023.0,96.72,33.96,0
BYD,Sedan,LFP,RWD,46.0,36199.0,2.04,0.2,0.00237,0.547,11.9,8.2,42.6,2024.0,69.2,25.89,0
Nissan,Van,LMO,RWD,183.0,76853.0,2.98,22.12,0.02333,0.6463,50.6,15.9,94.5,2023.0,87.0,49.2,0
Volkswagen,Crossover,NMC,RWD,653.0,231823.0,5.15,30.69,0.03163,0.5989,62.9,20.0,136.2,,72.81,13.35,1
Tesla,Crossover,NCA,AWD,1190.0,370300.0,9.84,55.46,0.0479,0.7497,87.1,47.3,124.8,2016.0,60.83,34.69,1
Kia,Sedan,LFP,FWD,395.0,94776.0,7.07,1.72,0.00768,0.5892,21.3,27.8,41.9,2019.0,66.99,36.39,0
Tata,Crossover,LFP,RWD,127.0,39938.0,10.02,0.2,0.01829,0.53,23.1,13.8,15.8,2016.0,74.87,27.59,0
BYD,Crossover,NMC,RWD,999.0,348324.0,8.88,50.92,0.03978,0.8398,70.0,51.2,,2017.0,70.38,40.92,1
Audi,Sedan,NMC,AWD,679.0,255122.0,,36.18,0.02711,0.6737,63.3,72.8,99.9,2017.0,78.28,53.56,1
Nissan,SUV,NMC,FWD,620.0,303172.0,10.03,29.22,0.02777,0.6268,64.7,25.8,101.8,2016.0,86.28,25.94,1
Mercedes,Sedan,NCA,AWD,930.0,290474.0,8.97,43.96,0.03137,0.6881,76.3,63.5,108.0,2017.0,65.02,35.16,1
Nissan,Crossover,NMC,AWD,1292.0,433096.0,11.22,48.54,0.03938,0.7955,66.1,,130.4,2015.0,65.47,41.18,1
Kia,Crossover,NMC,AWD,907.0,410689.0,10.98,47.02,0.04408,0.8728,74.5,100.0,122.4,2015.0,84.36,48.34,1
Kia,Sedan,NMC,FWD,714.0,282426.0,9.98,39.54,0.03195,0.8196,79.7,94.3,,2016.0,,,1
Honda,SUV,NMC,FWD,563.0,227551.0,10.23,27.84,0.02799,0.6481,67.4,52.7,75.1,2016.0,84.98,57.09,1
Tesla,SUV,NMC,FWD,399.0,191384.0,10.11,19.35,0.02245,0.5145,57.0,8.5,62.4,2016.0,88.42,11.3,0
BYD,Sedan,NMC,FWD,561.0,163220.0,9.11,25.39,0.026,0.5946,60.8,22.7,61.5,2017.0,63.36,40.83,0
Volkswagen,SUV,NMC,FWD,,33490.0,3.42,1.15,0.00396,0.358,56.9,43.6,39.2,,79.7,64.08,0
Toyota,Sedan,NMC,AWD,187.0,64731.0,7.87,13.35,0.02438,0.5331,56.4,12.5,29.0,2018.0,72.95,31.19,0
Kia,,LFP,FWD,291.0,97187.0,3.95,6.14,0.00825,0.6851,26.8,30.1,77.2,2022.0,71.19,37.77,0
BYD,Hatchback,LFP,RWD,180.0,16450.0,2.17,2.17,0.00918,0.5229,25.6,29.0,25.3,,65.32,46.68,0
BYD,Hatchback,LFP,FWD,424.0,115196.0,10.94,0.65,0.01011,0.5364,16.8,30.1,33.1,2015.0,46.76,50.98,0
Kia,SUV,NMC,RWD,464.0,178856.0,6.72,28.36,0.02431,0.644,60.4,39.4,82.4,2019.0,74.74,50.47,1
BMW,Crossover,NMC,FWD,237.0,112566.0,2.86,16.1,0.01565,0.4898,57.7,49.0,128.9,2023.0,93.35,52.73,0
Nissan,Sedan,LMO,FWD,868.0,207731.0,10.92,64.99,0.04651,1.1985,84.1,67.0,67.7,2015.0,47.65,35.53,1
Rivian,Crossover,NMC,AWD,162.0,41961.0,2.2,9.82,0.01139,0.443,63.1,42.8,63.3,2024.0,63.78,47.4,0
Toyota,SUV,NMC,RWD,273.0,105192.0,3.22,17.67,0.0183,0.5467,57.3,54.9,113.8,2023.0,89.6,28.82,0
BYD,Sedan,NMC,FWD,198.0,69828.0,10.83,6.26,0.01902,0.453,49.4,16.9,19.0,2015.0,70.59,38.53,0
Mercedes,Hatchback,NMC,AWD,796.0,183467.0,7.0,38.68,0.03113,0.7105,,18.3,89.4,2019.0,42.72,24.61,1
BMW,Sedan,NMC,,701.0,237515.0,10.93,33.11,0.02996,0.6438,56.3,0.0,75.1,2015.0,70.79,14.41,0
Tesla,SUV,NMC,AWD,1.0,28510.0,4.02,1.02,0.01369,0.395,50.5,50.7,23.5,2022.0,89.71,47.36,0
Nissan,SUV,LMO,FWD,534.0,189042.0,6.3,47.36,0.04111,0.8226,67.3,50.6,101.2,2020.0,73.78,43.82,1
BYD,Hatchback,LFP,AWD,167.0,,1.88,1.28,0.01116,0.583,23.3,24.9,65.5,2024.0,50.83,20.17,0
MG,SUV,LFP,FWD,342.0,176476.0,,9.97,0.01183,0.6457,24.4,67.2,90.9,2019.0,86.26,46.12,0
Ford,Crossover,NMC,AWD,574.0,159763.0,5.8,35.94,0.02492,0.7283,77.3,79.8,91.8,2020.0,59.67,49.04,1
Mercedes,SUV,NMC,FWD,427.0,143690.0,11.02,26.5,0.02426,0.6739,70.9,78.4,42.7,2015.0,78.83,46.07,0
Ford,Sedan,,RWD,143.0,500.0,1.95,0.2,0.01115,0.6044,,17.4,12.7,2024.0,57.75,31.81,0
MG,Truck,LFP,AWD,206.0,141989.0,6.05,2.79,0.01919,0.62,5.0,12.1,83.2,2020.0,123.59,39.25,0
Mercedes,Truck,,FWD,697.0,450000.0,11.1,32.52,0.02886,0.6449,68.9,40.9,150.8,2015.0,118.22,27.68,1
Volkswagen,Sedan,NMC,RWD,1191.0,387635.0,11.02,46.79,0.03201,0.8102,72.8,48.5,113.1,2015.0,68.49,31.6,1
Hyundai,Hatchback,NMC,RWD,838.0,244931.0,9.97,,0.03865,0.6709,69.3,49.2,80.1,2016.0,59.11,49.18,1
GM,Hatchback,NMC,AWD,418.0,132887.0,9.98,29.33,0.03086,0.6688,67.1,56.6,45.8,2016.0,53.8,49.95,1
BYD,Hatchback,NMC,FWD,1561.0,450000.0,10.82,53.85,0.04001,0.8925,,50.4,144.9,2015.0,61.39,37.03,1
Tesla,Crossover,NCA,RWD,560.0,213712.0,9.86,28.87,0.02298,0.572,66.2,43.5,77.1,,79.69,53.84,0
Nissan,Sedan,NMC,RWD,652.0,229632.0,11.08,31.03,0.03171,0.6297,67.9,2.4,68.3,2015.0,61.62,26.76,1
,Crossover,NMC,FWD,1.0,1168.0,9.05,0.2,0.02136,0.3484,43.2,19.8,3.0,2017.0,67.04,35.26,0
Nissan,Van,LMO,RWD,270.0,103203.0,9.12,33.99,0.02327,0.7524,57.2,58.2,38.2,2017.0,77.15,,1
Mercedes,Crossover,NMC,AWD,37.0,5772.0,9.84,0.29,0.00973,0.3851,41.1,27.8,3.0,,69.05,40.7,0
Mercedes,Hatchback,NMC,FWD,1345.0,446737.0,10.13,47.16,0.03372,0.771,65.2,46.8,145.2,2016.0,66.83,36.9,1
Kia,Hatchback,LFP,AWD,175.0,15911.0,4.99,10.16,0.0218,0.8579,,91.8,,2021.0,48.35,27.48,0
Volkswagen,Van,NMC,FWD,318.0,140972.0,6.16,23.51,0.02126,0.6854,68.6,100.0,83.7,2020.0,84.71,,1
Volkswagen,Sedan,NMC,FWD,,45266.0,7.1,9.29,0.0195,0.4726,55.7,44.2,18.2,2019.0,56.63,44.49,0
Lucid,Truck,NMC,FWD,145.0,76514.0,6.03,10.28,0.0156,0.437,55.4,1.2,42.6,2020.0,113.37,26.71,0
Mahindra,Crossover,NMC,FWD,104.0,58694.0,6.97,15.8,0.0181,0.5881,70.5,100.0,22.6,2019.0,85.31,58.81,1
Nissan,Sedan,LMO,AWD,,153715.0,6.79,47.35,0.04225,0.8875,53.7,32.5,75.0,2019.0,68.41,32.78,1
Tesla,SUV,LFP,FWD,310.0,131793.0,4.25,4.07,0.01723,0.6015,28.1,22.9,101.8,2022.0,91.15,28.58,0
Tesla,Sedan,NCA,FWD,568.0,181108.0,11.02,32.11,0.02879,0.5838,71.2,15.5,54.2,2015.0,65.07,35.95,1
Tesla,SUV,NCA,AWD,659.0,292479.0,,41.57,0.03041,0.5918,77.1,77.1,107.3,2017.0,103.16,51.81,1
Mercedes,SUV,NCA,RWD,23.0,21888.0,7.0,1.21,0.00633,0.3904,61.4,46.9,8.4,2019.0,92.9,42.34,0
GM,Van,NMC,FWD,358.0,165186.0,9.06,21.66,0.02076,0.5946,66.5,74.0,,2017.0,83.82,52.16,1
Audi,Van,NMC,RWD,479.0,214072.0,7.21,31.06,0.0278,0.6826,62.4,54.7,100.6,2019.0,89.16,46.03,1
Kia,Sedan,,FWD,681.0,201173.0,9.98,,0.02724,0.8006,77.8,67.9,66.2,2016.0,64.13,40.2,1
Volvo,Crossover,NMC,RWD,,283921.0,11.05,35.25,0.03464,0.7279,79.7,80.0,84.6,2015.0,68.72,61.53,1
GM,Hatchback,NMC,FWD,1080.0,257990.0,,47.92,0.03697,0.7658,74.0,41.3,110.8,2018.0,49.1,34.54,1
,Sedan,NMC,RWD,479.0,171967.0,4.89,28.42,0.02286,0.6264,56.0,76.0,128.0,2021.0,74.93,58.59,0
BMW,Crossover,NMC,FWD,731.0,241630.0,6.99,36.12,0.02759,0.6447,73.8,41.4,116.1,2019.0,69.3,43.61,1
Tesla,,NCA,,585.0,185032.0,9.08,35.07,0.02995,0.606,81.4,15.6,71.0,2017.0,67.76,12.73,1
Tesla,Hatchback,NCA,AWD,670.0,191688.0,8.82,37.27,0.04284,0.6039,77.5,27.8,73.2,2017.0,53.8,46.08,1
Kia,Hatchback,LFP,AWD,794.0,162619.0,8.96,7.8,0.01297,0.6598,25.2,32.6,59.9,2017.0,37.79,52.08,0
Kia,Crossover,LFP,AWD,230.0,106835.0,4.0,17.43,0.01157,0.9434,45.5,,81.1,2022.0,70.77,36.39,1
Mercedes,Truck,NMC,FWD,309.0,151422.0,7.0,26.46,0.02393,0.7173,70.6,,65.8,2019.0,105.33,37.07,1
Hyundai,Crossover,NMC,FWD,213.0,88383.0,5.94,,0.02896,0.708,71.8,65.4,49.7,2020.0,73.35,35.69,1
BYD,SUV,NMC,FWD,,166696.0,9.1,20.98,0.0238,0.5403,53.8,26.2,58.6,2017.0,99.83,43.64,0
Kia,Truck,LFP,FWD,310.0,123260.0,8.83,1.82,0.01819,0.5555,18.9,3.7,50.0,2017.0,130.94,13.22,0
Toyota,Hatchback,NMC,FWD,722.0,139923.0,10.89,,0.04004,0.7623,78.1,70.8,43.5,2015.0,39.32,50.74,1
Tesla,Sedan,NCA,,159.0,56935.0,1.99,12.94,0.01341,0.4086,62.5,10.8,88.8,2024.0,56.63,31.04,0
Hyundai,Sedan,NMC,FWD,975.0,305874.0,7.91,38.9,0.03473,0.6664,65.1,,126.1,2018.0,64.2,30.39,1
,Sedan,NMC,FWD,938.0,195310.0,,42.16,0.04355,0.7505,66.4,27.1,55.3,2015.0,42.22,45.57,1
Volkswagen,Sedan,LFP,FWD,262.0,59653.0,6.0,0.63,0.01117,0.5818,17.8,31.1,33.6,2020.0,60.75,,0
Rivian,SUV,NMC,RWD,242.0,144815.0,11.11,15.31,,0.4953,53.7,33.9,43.4,2015.0,102.23,27.16,0
Hyundai,Crossover,NMC,AWD,865.0,311822.0,7.69,43.23,0.03271,0.7087,62.4,56.1,130.4,2018.0,70.32,47.69,1
Tesla,Crossover,NCA,AWD,921.0,336657.0,10.4,44.38,0.03162,0.6539,77.9,56.0,104.5,2016.0,74.48,64.68,1
Audi,Hatchback,NMC,FWD,311.0,,2.98,17.3,0.02451,0.5788,47.0,44.0,73.3,2023.0,45.46,39.05,0
Mercedes,SUV,NCA,AWD,991.0,418653.0,9.1,50.01,0.02965,0.6899,83.2,27.1,153.8,2017.0,88.09,18.89,1
Volkswagen,Crossover,NMC,AWD,751.0,277297.0,10.08,39.16,0.02957,0.6693,59.0,78.9,91.7,2016.0,75.58,58.45,1
MG,Sedan,LFP,AWD,132.0,31654.0,4.62,1.31,0.00604,0.5692,20.6,13.6,17.7,2021.0,55.11,14.87,0
GM,Sedan,NMC,AWD,31.0,8582.0,1.99,0.56,0.00782,0.4445,62.1,33.0,3.0,2024.0,76.22,43.98,0
Volkswagen,Hatchback,NMC,AWD,1007.0,279713.0,8.92,46.06,0.03274,0.7426,69.0,60.2,106.0,2017.0,55.56,,1
Mercedes,SUV,NCA,FWD,713.0,291118.0,10.99,35.31,0.03179,0.5767,74.0,30.6,88.1,2015.0,82.8,44.77,1
Kia,Hatchback,NMC,AWD,1697.0,342710.0,8.4,56.91,,0.8592,72.6,59.2,135.1,2018.0,41.58,62.85,1
GM,,LFP,AWD,816.0,,7.35,8.6,0.01297,0.6239,20.3,15.7,120.7,2019.0,69.61,23.92,0
Mercedes,SUV,,FWD,109.0,62993.0,10.81,9.53,0.01565,0.4048,57.6,,20.6,2015.0,94.26,42.92,0
Audi,Crossover,NMC,AWD,428.0,204299.0,9.01,21.75,0.02589,0.5533,50.0,28.1,77.1,,82.62,32.32,1
,Sedan,NMC,AWD,1157.0,307540.0,9.0,48.8,0.03245,0.8167,74.7,38.9,,2017.0,51.99,38.87,1
Tesla,Hatchback,NCA,RWD,1.0,500.0,2.1,0.2,0.01308,0.3342,60.8,16.0,3.0,2024.0,51.05,21.21,0
Volkswagen,SUV,LFP,AWD,152.0,167660.0,10.74,3.3,0.00766,0.5992,23.0,36.1,53.7,2015.0,94.71,54.24,0
Rivian,Crossover,NMC,FWD,280.0,127972.0,9.82,12.23,0.02151,0.5349,52.2,18.7,,2016.0,76.04,26.99,0
Volkswagen,SUV,NMC,FWD,49.0,34555.0,2.07,0.2,0.00908,0.4,42.3,13.6,55.6,2024.0,78.79,22.57,0
Rivian,Van,NMC,RWD,767.0,318390.0,9.86,35.32,0.0296,0.7006,64.5,64.9,112.9,2016.0,88.75,51.64,1
Volvo,Crossover,NMC,,941.0,339642.0,10.91,37.27,0.03298,,71.7,23.4,109.5,2015.0,75.6,26.58,1
GM,Crossover,LFP,FWD,1.0,11716.0,10.07,0.2,0.02658,,24.9,50.9,9.7,2016.0,88.09,48.85,0
GM,Crossover,NMC,AWD,234.0,63248.0,3.1,15.77,0.01658,0.4684,47.0,29.0,66.2,2023.0,69.66,30.85,0
Renault,Hatchback,,FWD,826.0,170462.0,5.97,35.99,0.02935,0.7423,62.6,36.4,91.7,2020.0,40.46,35.08,1
